DUA;Item;Fecha;Año;Importador;RUC;Regimen;Código NCM;Aduana;Vía Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;País de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN netos;Kgs. Brutos;Proveedor;Marca;Descripción de Mercadería;Descripción para Filtro
118-263075;0004;19/06/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01112-13;MSCUHI237473;HOUSTON;Estados Unidos;Estados Unidos;2.5;KILOGRAMO;2500;KILOGRAMO;100;BG;3477.41;1390.96;3752.48;1500.99;272.58;2500;2.5;2550.49;MONTACHEM INTERNATIONAL INC. 2425 W;FORMOLENE;POLIETILENO DE ALTA DENSIDAD,FORMOLENE,HP4401, P/N: HP4401 HIGH DENSITY POLYETHILENE PIPE COATING HDPE HP4401;POLIETILENO DE ALTA DENSIDAD,FORMOLENE,HP4401, P/N: HP4401 HIGH DENSITY POLYETHILENE PIPE COATING HDPE HP4401
118-263075;0005;19/06/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01112-13;MSCUHI237473;HOUSTON;Estados Unidos;Estados Unidos;2.5;KILOGRAMO;2500;KILOGRAMO;100;BG;3477.41;1390.96;3752.48;1500.99;272.58;2500;2.5;2550.49;MONTACHEM INTERNATIONAL INC. 2425 W;FORMOLENE;POLIETILENO DE ALTA DENSIDAD,FORMOLENE,HP4401, P/N: HP4401 HIGH DENSITY POLYETHILENE PIPE COATING HDPE HP4401;POLIETILENO DE ALTA DENSIDAD,FORMOLENE,HP4401, P/N: HP4401 HIGH DENSITY POLYETHILENE PIPE COATING HDPE HP4401
118-263075;0006;19/06/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01112-13;MSCUHI237473;HOUSTON;Estados Unidos;Estados Unidos;1.25;KILOGRAMO;1250;KILOGRAMO;50;BG;1738.7;1390.96;1876.23;1500.98;136.29;1250;1.25;1275.24;MONTACHEM INTERNATIONAL INC. 2425 W;FORMOLENE;POLIETILENO DE ALTA DENSIDAD,FORMOLENE,HP4401, P/N: HP4401 HIGH DENSITY POLYETHILENE PIPE COATING HDPE HP4401;POLIETILENO DE ALTA DENSIDAD,FORMOLENE,HP4401, P/N: HP4401 HIGH DENSITY POLYETHILENE PIPE COATING HDPE HP4401
118-294436;0001;09/07/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01232-13;MSCUHI258776;HOUSTON;Estados Unidos;Estados Unidos;24;TONELADAS;24000;KILOGRAMO;960;BUL;32483;1353.46;34823.14;1450.96;2317;24000;24;24400;MONTACHEM INTERNATIONAL INC. 2425 W;EXELEN HDPE;POLIETILENO DE ALTA DENSIDAD,EXELEN HDPE,5004, HDPE 5004 HIGH DENSITY POLYETHYLENE PIPE;POLIETILENO DE ALTA DENSIDAD,EXELEN HDPE,5004, HDPE 5004 HIGH DENSITY POLYETHYLENE PIPE
118-455420;0001;14/10/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01728-13;MSCUJ5102536;JEDDAH;Arabia Saudi;Estados Unidos;297;TONELADAS;297000;KILOGRAMO;11880;BG;423495.27;1425.91;456198.44;1536.02;32400;297000;297;302150;SABIC AMERICA'S INC. 2500 CITY WEST;SABIC;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS
118-474322;0001;23/10/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01783-13;MSCUJ5106255;JEDDAH;Arabia Saudi;Estados Unidos;99;TONELADAS;99000;KILOGRAMO;3960;BG;149580;1510.91;160486.65;1621.08;10800;99000;99;100740;SABIC AMERICA'S INC. 2500 CITY WEST;VINMAR;POLIETILENO DE ALTA DENSIDAD,VINMAR,S/M, HDPE P6006 BLACK BOLSAS DE 25 KG. EN PALETAS;POLIETILENO DE ALTA DENSIDAD,VINMAR,S/M, HDPE P6006 BLACK BOLSAS DE 25 KG. EN PALETAS
118-540065;0001;04/12/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02025-13;MSCUJ5120926;JEDDAH;Arabia Saudi;Estados Unidos;297;TONELADAS;297000;KILOGRAMO;11880;BG;442800.27;1490.91;475516.28;1601.06;32400;297000;297;302080;SABIC AMERICA'S INC. 2500 CITY WEST;SABIC;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS
118-554901;0001;16/12/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02146-13;MSCUHI460232;HOUSTON;Chile;Chile;87500;KILOGRAMO;87500;KILOGRAMO;3500;BG;128522.5;1.47;136152.98;1.56;7540;87500;87.5;87510;EQUISTAR CHEMICALS LP 1221 MCKINNE;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC25K ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC25K ALATHON 8005M-3
118-568514;0001;23/12/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02223-13;MSCUHI466700;HOUSTON;Chile;Chile;70000;KILOGRAMO;69970;KILOGRAMO;2800;BG;102818;1.47;108922.39;1.56;6032;69970;69.97;69970;EQUISTAR CHEMICALS LP 1221 MCKINNE;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC25K ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC25K ALATHON 8005M-3
118-576703;0001;30/12/2013;2013;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20820-13;MAEUR85301710;JEDDAH;Arabia Saudi;Estados Unidos;198;TONELADAS;198000;KILOGRAMO;7920;SAC;283935.96;1434.02;311642.68;1573.95;27500;198000;198;205900;SABIC AMERICAS INC. 2500 CITY WEST;SABIC;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006 HDPE P6006 148 USO: INDUSTRIAL ,;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006 HDPE P6006 148 USO: INDUSTRIAL ,
118-009550;0001;09/01/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02313-13;MSCUHI477103;HOUSTON;Estados Unidos;Chile;17500;KILOGRAMO;17460;KILOGRAMO;700;BG;25679.5;1.47;27230.6;1.56;1533;17460;17.46;17460;EQUISTAR CHEMICALS LP 1221 MCKINNE;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC 25K ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC 25K ALATHON 8005M-3
118-023185;0001;20/01/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00134-14;MSCUHI496129;HOUSTON;Estados Unidos;Chile;87500;KILOGRAMO;87400;KILOGRAMO;3500;BG;128085;1.46;135952.53;1.55;7540;87400;87.4;87400;EQUISTAR CHEMICALS LP 1221 MCKINNE;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3
118-033286;0001;28/01/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20021-14;MAEUR85304888;JEDDAH;Arabia Saudi;Estados Unidos;99;KILOGRAMO;99000;KILOGRAMO;3960;BLS;141945;1433.79;155848.36;1574.23;13800;99000;99;100910;SABIC AMERICAS INC. 2500 CITY WEST;SABIC;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006N HDPE P6006 148 USO: INDUSTRIAL ,;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006N HDPE P6006 148 USO: INDUSTRIAL ,
118-038826;0001;31/01/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00262-14;MSCUHI503270;HOUSTON;Estados Unidos;Chile;87500;KILOGRAMO;87500;KILOGRAMO;3500;BG;128085;1.46;135715.19;1.55;7540;87500;87.5;87555;EQUISTAR CHEMICALS LP 1221 MCKINNE;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, TP30565 POLIET AD ALATHON 8005M3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, TP30565 POLIET AD ALATHON 8005M3
118-039327;0001;31/01/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00262-14;MSCUHI503361;HOUSTON;Estados Unidos;Chile;87580;KILOGRAMO;87580;KILOGRAMO;3500;BG;128074.67;1.46;135715.17;1.55;7550.32;87580;87.58;87720;EQUISTAR CHEMICALS LP 1221 MCKINNE;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, TP30565 POLIET AD ALATHON 8005M3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, TP30565 POLIET AD ALATHON 8005M3
118-039327;0002;31/01/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00262-14;MSCUHI503346;HOUSTON;Estados Unidos;Chile;34920;KILOGRAMO;34920;KILOGRAMO;1400;BG;51244.32;1.47;54286.07;1.55;3005.67;34920;34.92;34920;EQUISTAR CHEMICALS LP 1221 MCKINNE;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, TP30565 POLIET AD ALATHON 8005M3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, TP30565 POLIET AD ALATHON 8005M3
118-060160;0001;17/02/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00310-14;MSCUHI516074;HOUSTON;Estados Unidos;Chile;52500;KILOGRAMO;52500;KILOGRAMO;2100;BG;83151;1.58;87733.3;1.67;4524;52500;52.5;52500;EQUISTAR CHEMICALS LP 1221 MCKINNE;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30308 POLIET AD ALATHON L4904;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30308 POLIET AD ALATHON L4904
118-070376;0001;24/02/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30118-14;MSCUDM764173;JUBAIL;Arabia Saudi;Estados Unidos;198;KILOGRAMO;198000;KILOGRAMO;7920;BG;294400.26;1486.87;317010.93;1601.07;22400;198000;198;201560;SABIC AMERICA'S INC.;SABIC;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, P/N: HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, P/N: HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS
118-071373;0001;25/02/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30144-14;MSCUHI537005;HOUSTON;Estados Unidos;Estados Unidos;72;KILOGRAMO;72000;KILOGRAMO;2880;BG;113452;1575.72;119599.48;1661.1;6068;72000;72;72170;CHEMIUM INTERNATIONAL CORP.;CHEMIUM;POLIETILENO DE ALTA DENSIDAD,CHEMIUM,S/M, P/N: PE804401 HIGH DENSITY POLYETHYLENE GRADO PE804401 2880 BOLSAS DE 25KG C/U.;POLIETILENO DE ALTA DENSIDAD,CHEMIUM,S/M, P/N: PE804401 HIGH DENSITY POLYETHYLENE GRADO PE804401 2880 BOLSAS DE 25KG C/U.
118-080792;0001;03/03/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;30016-14;MSCUHI537005;HOUSTON;Estados Unidos;Estados Unidos;36;KILOGRAMO;35990;KILOGRAMO;1440;BG;56726;1575.72;59799.74;1661.1;3034;35990;35.99;35990;CHEMIUM INTERNATIONAL CORP.;CHEMIUM;POLIETILENO DE ALTA DENSIDAD,CHEMIUM,S/M, P/N: PE804401 HIGH DENSITY POLYETHYLENE GRADO PE804401 1440 BOLSAS DE 25KG C/U.;POLIETILENO DE ALTA DENSIDAD,CHEMIUM,S/M, P/N: PE804401 HIGH DENSITY POLYETHYLENE GRADO PE804401 1440 BOLSAS DE 25KG C/U.
118-097610;0001;12/03/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30230-14;MSCUHI550248;HOUSTON;Chile;Chile;87500;KILOGRAMO;87390;KILOGRAMO;3500;BG;132460;1.51;140093.1;1.6;7540;87390;87.39;87390;EQUISTAR CHEMICALS LP;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC25 KG. ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC25 KG. ALATHON 8005M-3
118-097610;0002;12/03/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30230-14;MSCUHI545446;HOUSTON;Chile;Chile;87500;KILOGRAMO;87500;KILOGRAMO;3500;BG;132460;1.51;140093.1;1.6;7540;87500;87.5;87500;EQUISTAR CHEMICALS LP;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC25 KG. ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 SC25 KG. ALATHON 8005M-3
118-101575;0001;14/03/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;30321-14;MAEUR85402305;JUBAIL;Arabia Saudi;Estados Unidos;49.5;KILOGRAMO;49500;KILOGRAMO;1980;SAC;72370.98;1462.04;79437.65;1604.8;7014;49500;49.5;50770;SABIC AMER1CAS INC 2500 CITY WESTBOULEVARD SUITE 6;SABIC;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006 HDPE P6006 148 USO: INDUSTRIAL ,;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006 HDPE P6006 148 USO: INDUSTRIAL ,
118-106026;0001;18/03/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30323-14;MSCUHI553937;HOUSTON;Estados Unidos;Estados Unidos;108;KILOGRAMO;108000;KILOGRAMO;4320;BG;170178;1575.72;179399.22;1661.1;9102;108000;108;108270;CHEMIUM INTERNATIONAL CORP.;CHEMIUM;POLIETILENO DE ALTA DENSIDAD,CHEMIUM,S/M, P/N: PE804401 HIGH DENSITY POLYETHYLENE GRADO PE804401 4320 BOLSAS DE 25KG C/U.;POLIETILENO DE ALTA DENSIDAD,CHEMIUM,S/M, P/N: PE804401 HIGH DENSITY POLYETHYLENE GRADO PE804401 4320 BOLSAS DE 25KG C/U.
118-145025;0001;15/04/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;30526-14;MAEUR85440224;JEDDAH;Arabia Saudi;Estados Unidos;198;TONELADAS;198000;KILOGRAMO;7920;SAC;289875.96;1464.02;317666.63;1604.38;27580;198000;198;202138;SABIC AMERICAS INC 2500 CITY WESTBOULEVARD SUITE 6;SABIC;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006 USO: INDUSTRIAL HDPE P6006 148,;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006 USO: INDUSTRIAL HDPE P6006 148,
118-145036;0001;15/04/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;30526-14;MAEUR85440223;JEDDAH;Arabia Saudi;Estados Unidos;99;TONELADAS;99000;KILOGRAMO;3960;SAC;143925.2;1453.79;157869.88;1594.65;13840;99000;99;100718;SABIC AMERICAS INC 2500 CITY WESTBOULEVARD SUITE 6;SABIC,;POLIETILENO DE ALTA DENSIDAD, SABIC, HDPE P6006N HDPE P6006N 148 PARA USO INDUSTRIAL ,;POLIETILENO DE ALTA DENSIDAD, SABIC, HDPE P6006N HDPE P6006N 148 PARA USO INDUSTRIAL ,
118-161638;0001;25/04/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30594-14;MSCUJ5166127;JEDDAH;Arabia Saudi;Estados Unidos;198;KILOGRAMO;198000;KILOGRAMO;7920;BG;297180;1500.91;318991.99;1611.07;21600;198000;198;202275;SAUDI BASIC INDUSTRIES CORPORATION SABIC;SABIC;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, P/N: HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, P/N: HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS
118-162401;0001;28/04/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30594-14;MSCUJ5166176;JEDDAH;Arabia Saudi;Estados Unidos;99;KILOGRAMO;99000;KILOGRAMO;3960;BG;147600;1490.91;158505.34;1601.06;10800;99000;99;100990;SAUDI BASIC INDUSTRIES CORPORATION SABIC;SABIC;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, P/N: HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS;POLIETILENO DE ALTA DENSIDAD,SABIC,S/M, P/N: HDPE P6006 148 BOLSAS DE 25 KG. EN PALETAS
118-216144;0001;03/06/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;31031-14;MAEUR85530218;JUBAIL;Arabia Saudi;Estados Unidos;99;KILOGRAMO;99000;KILOGRAMO;3960;SAC;145266.51;1467.34;158860.34;1604.65;13488.49;99000;99;101150;SABIC AMERICAS INC 2500 CITY WESTBOULEVARD SUITE 6;SABIC;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006N HDPE P6006N 148 USO: INDUSTRIAL ,;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006N HDPE P6006N 148 USO: INDUSTRIAL ,
118-226300;0001;11/06/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;31094-14;MAEUR85531507;JEDDAH;Arabia Saudi;Estados Unidos;99;KILOGRAMO;99000;KILOGRAMO;3960;SAC;148640;1501.41;158860.34;1604.65;10115;99000;99;100910;SABIC AMERICAS INC 2500 CITY WESTBOULEVARD SUITE 6;SABIC;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006N BAGS X 25KG C/U USO: PARA USO INDUSTRIAL HDPE P6006N 148,;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P6006N BAGS X 25KG C/U USO: PARA USO INDUSTRIAL HDPE P6006N 148,
118-246783;0001;25/06/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;31333-14;MAEU867643864;AHMEDABAD;India;Emiratos Árabes Unidos;102;TONELADAS;102000;KILOGRAMO;4080;SAC;155618.02;1525.67;164691.55;1614.62;8965;102000;102;102390;INDIAN OIL CORPORATION LTD PETROCHEMICALS MARKETI;RAI;POLIETILENO DE ALTA DENSIDAD RAI 002DP48 HDPE PIPE GRADE 002DP48 LOTE NÂ° HD14030182 ,;POLIETILENO DE ALTA DENSIDAD RAI 002DP48 HDPE PIPE GRADE 002DP48 LOTE NÂ° HD14030182 ,
118-268389;0001;10/07/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31335-14;MSCUDM796134;JUBAIL;Arabia Saudi;Estados Unidos;24.75;KILOGRAMO;24750;KILOGRAMO;990;SAC;35067.5;1416.87;37892.68;1531.02;2800;24750;24.75;25360;SABIC AMERICA'S INC.;SABIC;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P5305N USO INDUSTRIAL HDPE P5305N 148,;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P5305N USO INDUSTRIAL HDPE P5305N 148,
118-274179;0001;15/07/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;No disponible;31411-14;MAEUR85602395;JEDDAH;Arabia Saudi;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;35397.45;1430.2;38022.68;1536.27;2600.05;24750;24.75;25180;NO DETERMINADO;SABIC;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P4808N USO INDUSTRIAL HDPE P4808N,;POLIETILENO DE ALTA DENSIDAD SABIC HDPE P4808N USO INDUSTRIAL HDPE P4808N,
118-294411;0001;30/07/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31655-14;MSCUHI724017;HOUSTON;Estados Unidos;Chile;35000;KILOGRAMO;35000;KILOGRAMO;1400;BG;53333.13;1.52;56378.16;1.61;3016.86;35000;35;35050;EQUISTAR CHEMICALS LP;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3
118-294411;0002;30/07/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31655-14;MSCUHI724173;HOUSTON;Estados Unidos;Chile;70000;KILOGRAMO;70000;KILOGRAMO;2800;BG;106668.86;1.52;112756.34;1.61;6031.13;70000;70;70070;EQUISTAR CHEMICALS LP;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3
118-308983;0001;08/08/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31765-14;MSCUHI729495;HOUSTON;Estados Unidos;Chile;87500;KILOGRAMO;87500;KILOGRAMO;3500;BG;133335;1.52;140945.43;1.61;7540;87500;87.5;87755;EQUISTAR CHEMICALS LP;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3
118-308983;0002;08/08/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31765-14;MSCUHI728158;HOUSTON;Estados Unidos;Chile;70000;KILOGRAMO;70000;KILOGRAMO;2800;BG;106668;1.52;112756.35;1.61;6032;70000;70;70290;EQUISTAR CHEMICALS LP;ALATHON;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3;POLIETILENO DE ALTA DENSIDAD,ALATHON,S/M, P/N: T30248 POLIET AD 8005M-3 ALATHON 8005M-3
118-318853;0001;18/08/2014;2014;GLOBALPLAST SAC;4  20515666452;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31888-14;MSCUGL878316;ANCONA;Italia;Italia;7000;KILOGRAMO;7000;KILOGRAMO;4;PAL;8579;1.23;9538.94;1.36;955;7000;7;7065;PEBO S.P.A.;PEBO;POLIETILENO DE ALTA DENSIDAD,PEBO,S/M, P/N: 83010901025 PEBO EN  8330  HDPE BLACK ( 25 KG BAG) BATCH NÂ° 8614;POLIETILENO DE ALTA DENSIDAD,PEBO,S/M, P/N: 83010901025 PEBO EN  8330  HDPE BLACK ( 25 KG BAG) BATCH NÂ° 8614
